site_id,site_name,directions_to_site,administrator_of_site,number_of_docks,number_of_restrooms,number_of_parking_lots,number_of_accessible_spaces,number_of_trailer_spaces,number_of_vehicle_spaces,parking_lot_surface,number_of_ramps,ramp_surface,site_longitude,site_latitude
WAS02290,"Little Rabbit Lake, #1 Public Water Access Site","Hwy 210; N on Co Rd 59; N on Co Rd 123, W on Irondale Twp Rd 204,  W & S on Bluegill Rd",Irondale Township,0,0,1,0,7,0,gravel,1,concrete slab,-94.059709,46.464175
WAS02291,Lower Hay Lake Public Water Access Site,"2.5 miles East of Jenkins on Crow Wing Co. Rd. #145, then 0.25 mile North on Jenkins Township Road.",DNR Division of Parks and Trails,1,1,1,0,20,0,gravel,2,concrete slab,-94.286112,46.660272
WAS02292,Kego Lake Public Water Access Site,"0.75 mile West of Fifty Lakes on Crow Wing Co. Rd. #1, then 2 miles North on Kego Lake Road.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-94.077259,46.766923
WAS02293,"Pelican Lake, Halverson Bay Public Water Access Site","4.5 miles North and East of Breezy Point on Co Rd 11, then 0.25 mile South on access entry road.",DNR Division of Parks and Trails,1,1,1,0,18,0,gravel,2,concrete slab,-94.156744,46.612025
WAS02294,"Mississippi River, Trommald Public Water Access Site",2.5 mi W of Trommald on E bank of Mississippi River.,DNR Division of Parks and Trails,0,0,1,0,7,0,gravel,1,concrete slab,-94.069669,46.514916
WAS02295,Pine Lake Public Water Access Site,"2 miles South of Crosslake on Crow Wing Co. Rd. #3, then 0.25 mile East on Big Pine Trail.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-94.119862,46.632244
WAS02296,"Mississippi River, Evergreen Public Water Access Site","In Brainerd, 0.25 mile North of Evergreen Drive.",City of Brainerd,0,0,1,0,12,0,gravel,1,concrete slab,-94.193356,46.370817
WAS02297,"Mississippi River, Crow Wing Public Water Access Site",7 miles South of Brainerd on MN Hwy.  in Crow Wing State Park,DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-94.332275,46.279207
WAS02299,Pennington Pit Public Water Access Site,Northeast of Ironton off of Portsmouth Mine Rd.,DNR Division of Parks and Trails,1,1,1,4,12,20,asphalt,1,concrete slab,-93.991188,46.482954
WAS02300,Mow Lake Public Water Access Site,"From Akeley, 9.3 mi S on Hwy 64, then 0.9 mi W on Hwy 87, then 0.6 mi N on Forest Rd to S shore.",DNR Division of Forestry,0,0,1,0,0,0,natural,1,natural,-94.741443,46.871147
WAS02301,Nickel Lake Public Water Access Site,Forest road off County Rd #45 accesses the lake on the east side.,U.S. Forest Service,0,0,1,0,0,0,natural,0,natural,-93.458865,47.605539
WAS02302,"Minnesota River, Harkin Store Public Water Access Site",From Hwy 5 take Twp Rd 135 south for 2 miles to CR 21.  Follow CR 21 west for 0.3 miles to the access.,Minnesota Historical Society,0,0,1,0,0,3,gravel,1,natural,-94.599196,44.386228
WAS02303,"Lura Lake, Lura Lake Sports Club Lodge Public Water Access Site",From US-169 head east on 100th St for 5.6 miles to the acces,Blue Earth County,2,0,1,0,11,8,gravel,1,concrete slab,-94.050053,43.848149
WAS02304,"Minnesota River, Renville County Park #4 Public Water Access Site",From Hwy 5 follow CR 5 east for 5.6 miles to the access.,Renville County,0,1,1,0,4,0,natural,1,concrete slab,-94.793061,44.458582
WAS02305,"Lac Qui Parle River, Lac Qui Parle Co Park Public Water Access Site",From US 59 just south of Watson take Co Rd 14/Co Hwy 20 west for 11.3 miles to CR 27.  Follow CR 27 to Lac qui Parle County Park.,Lac Qui Parle County,0,1,1,0,5,0,natural,1,natural,-95.973186,44.998635
WAS02306,Perry Lake Public Water Access Site,State Hwy 6 and Olander Rd  - 5 miles south of Emily,DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab,-93.949512,46.614399
WAS02307,Ossawinnamakee Lake Public Water Access Site,"4 miles North and East of Breezy Point on Co. Rd. #11, then 1 mile North on Co. Rd. #39.",DNR Division of Parks and Trails,1,1,1,0,12,0,gravel,1,concrete slab,-94.165175,46.629584
WAS02308,"Little Rabbit Lake, Rowe Rd Public Water Access Site",West on Hwy 210 from Ironton ; 1 mi N on Co Rd 59; 0.25 mi N on Co Rd 123; 0.5 mi W on Rowe Rd.,Crow Wing County,1,2,1,0,5,0,gravel,1,concrete slab,-94.051578,46.466617
WAS02310,Nokay Lake Public Water Access Site,"9 miles East of Brainerd on MN Hwy. 18, then 2 miles North on Crow Wing Co. Rd. # 8.",DNR Division of Parks and Trails,1,0,1,0,6,2,gravel,1,concrete slab,-93.973778,46.382155
WAS02311,"Mississippi River, Hwy 169 Public Water Access Site","13 miles north of Aitkin on the northwest side of the Highway #169 bridge, on the Mississippi River.",Aitkin County,0,0,1,0,8,0,gravel,1,concrete slab,-93.612322,46.651675
WAS02312,Marsh Lake (N) Marsh #1 Public Water Access Site,From Hwy 7 just west of Correll follow Twp Rd 156 south for 1.3 miles to the access.,DNR Division of Fish and Wildlife,0,0,1,0,2,0,gravel,1,natural,-96.195911,45.21779
WAS02313,"Minnesota River, Hwy 75 Public Water Access Site",7 mi N of Bellingham on US Hwy 75.,DNR Division of Parks and Trails,0,0,1,0,0,2,natural,1,natural,-96.288539,45.237277
WAS02314,"Lac qui Parle Lake, Boyd Landing Public Water Access Site","5 mi N of Dawson on Cnty Rd 25, then 9 mi N and E on Mn Hwy 40, then 2 mi S on Cnty Rd 33 to W shore.",DNR Division of Parks and Trails,1,1,1,0,20,0,gravel,2,concrete slab,-95.958433,45.0728
WAS02315,"Long Lake, Hawick (E) Public Water Access Site","4.5 mi NE of New London on Mn Hwy 23, then .5 mi S on access road to NE shore.",Roseville Township,1,0,1,0,2,0,natural,1,gravel,-94.848987,45.3322
WAS02316,Lillian Lake Public Water Access Site,"2 mi N of the city of Lake Lillian on Cnty Rd 4, then .75 mi W to N shore.",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab,-94.870719,44.974998
WAS02317,"Long Lake, Hawick (W) Public Water Access Site","3 mi NE of New London on Mn Hwy 23, then E on access road to NW shore.",DNR Division of Parks and Trails,1,1,1,0,13,0,asphalt,1,concrete slab,-94.883679,45.325147
WAS02318,King Lake Public Water Access Site,From US 71 follow 60th Ave NE west for 1.7 miles to 5th St NW.  Follow 5th St NW for 0.5 miles to the access.,DNR Division of Parks and Trails,0,0,1,0,2,0,,0,natural,-95.043386,45.185471
WAS02319,"Middle Fork Crow River, Joe Neer Public Water Access Site",At the east end of New London on 187th Ave NE,Kandiyohi County,1,0,1,0,6,0,asphalt,1,concrete slab,-94.932594,45.303572
WAS02320,"Lac Qui Parle Lake, Dam Public Water Access Site",3.5 mi NW of Watson on Hwy 7 and Cnty Rd 13.,U.S. Army Corps of Engineers,0,1,1,0,0,20,asphalt,1,natural,-95.86854,45.020366
WAS02321,"Minnesota River, Wegdahl Public Water Access Site",0.4 miles east of US-212 on CR 7,DNR Division of Parks and Trails,0,0,1,0,5,0,gravel,1,concrete slab,-95.650088,44.891272
WAS02322,"Mississippi River, River Bluffs Regional Park Public Water Access Site",Inside St. Cloud River Bluffs Regional Park,City of St. Cloud,0,0,1,0,9,18,asphalt,1,concrete slab,-94.143509,45.504599
WAS02323,"Mississippi River, West Newton Public Water Access Site",Follow CR 84 east out of Kellogg for 3.9 miles to 622nd St.  Take 622nd St for 0.5 miles to the access.,DNR Division of Parks and Trails,1,1,1,0,20,20,gravel,1,concrete slab,-91.92681,44.284109
WAS02324,"Mississippi River, Latsch Isand Park Public Water Access Site","In Winona, across the Highway 54 Bridge, on the south bank of the island on the main channel at Us Lock & Dam #6.",City of Winona,0,0,1,0,5,5,gravel,1,gravel,-91.636801,44.058267
WAS02325,"Mississippi River, Lower I-90 Landing Public Water Access Site",Follow Hwy 14 north of La Cresent for 2 miles under US-90 to access road.,U.S. Fish and Wildlife Service,1,1,1,0,20,25,asphalt,1,concrete slab,-91.302573,43.856695
WAS02326,"Mississippi River, Upper McNally Landing Public Water Access Site","4 miles northwest of Winona, just above the spillway, on the right side of the Missippi River.",U.S. Fish and Wildlife Service,1,0,1,0,18,6,asphalt,1,concrete slab,-91.68978,44.081246
WAS02327,"Mississippi River, St. Charles Street Public Water Access Site",In Winona off of E Front St,City of Winona,2,1,1,0,20,25,gravel,3,concrete slab,-91.617359,44.051116
WAS02328,"Mississippi River, Clear Lake Public Water Access Site",Follow CR 30 north out of Kellogg for 0.6 miles to S CR 24.  Follow S CR 24 east for 2.6 miles to 652nd St.  Take 652 St east for 0.2 miles to 140th Ave.  Follow 140th Ave south for 0.5 miles to the acess.,DNR Division of Parks and Trails,1,0,1,0,8,8,asphalt,1,concrete slab,-91.944877,44.319585
WAS02329,"Mississippi River, Maple Springs Public Water Access Site",5.5 miles south of Lake City on Hwy 61.,DNR Division of Parks and Trails,0,0,1,0,5,6,gravel,1,concrete slab,-92.162844,44.410477
WAS02330,"Mississippi River, Wilcox Landing Public Water Access Site",Follow CR 30 north out of Kellogg for 1.6 miles to N CR 24.  Take N CR 24 east for 1 mile to Twp Rd 341.  Take Twp Rd 341 north for 0.5 miles to the access.,DNR Division of Parks and Trails,1,0,1,0,12,12,gravel,2,concrete slab,-91.983387,44.351908
WAS02331,"Mississippi River, Wildcat Park Public Water Access Site","1.5 miles south of Brownsville, off Highway 26, on US Lock & Dam on  the Mississippi River.",Houston County,2,1,1,0,15,30,gravel,2,concrete slab,-91.272671,43.68684
WAS02332,"Mississippi River, Reno Landing Public Water Access Site",6.4 miles south of Brownsville on Hwy 26.,DNR Division of Parks and Trails,0,0,1,0,0,0,asphalt,1,natural,-91.268804,43.602028
WAS02333,"Mississippi River, Sturgeon Lake Public Water Access Site","10 miles SE of Hastings, off CSAH 18, on the pool at US Lock & Dam #3, on the Mississippi River.",DNR Division of Parks and Trails,1,0,1,0,5,10,asphalt,1,concrete slab,-92.634568,44.62907
WAS02334,"Mississippi River, Pool 8 Public Water Access Site",5 miles south of Brownsville on Hwy 26.,U.S. Fish and Wildlife Service,1,2,1,0,15,25,gravel,1,concrete slab,-91.269832,43.623293
WAS02335,Pickerel Lake Public Water Access Site,9 mi NW of Anoka on Cnty Rd 22 on S shore,DNR Division of Parks and Trails,1,0,1,0,20,5,gravel,1,concrete slab,-93.444627,45.333587
WAS02336,"Mississippi River, Lion Levee Park Public Water Access Site","In Saint Paul Park, W of US Hwy 61 and 10, on E bank.",City of St. Paul Park,1,1,1,0,37,0,asphalt,2,concrete slab,-93.007759,44.845435
WAS02337,McCarrons Lake Public Water Access Site,"In Roseville, 0.75 mi S of MN Hwy 36 on Rice St, on the E shore.",Ramsey County,0,0,1,0,6,0,asphalt,2,concrete slab,-93.108145,44.997306
WAS02338,Minnow Lake Public Water Access Site,"3 miles west of Bagley, off County Road 92, on the Northeast shore of Minnow Lake.",DNR Division of Fish and Wildlife,0,0,1,0,3,0,gravel,1,natural,-95.467823,47.533818
WAS02339,Ten Mile Lake Public Water Access Site,"3 mi N of Hackensack on Hwy 371, 7 mi W on Co Rd 6, 0.5 mi N on Hiram Twp Rd.",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab,-94.616538,46.952123
WAS02340,Rock Lake Public Water Access Site,"6 miles North of Pillager on Cass Co. Rd. #1, then 1 mile West on Forestry Campground Road.",DNR Division of Forestry,1,2,1,0,6,0,gravel,1,concrete slab,-94.477632,46.431815
WAS02341,Vermillion Lake Public Water Access Site,"4 miles northeast of Remer on Hwy 6, then 6.5 miles northwest on Forest Road 2112, on north shore.",U.S. Forest Service,0,0,1,0,10,0,,1,natural,-93.874225,47.184718
WAS02342,"Six Mile Lake, Campground Public Water Access Site",3 mi SE of Bena then 2.5 mi off Hwy 2 at Six Mile Lake Rd on E shore.,U.S. Forest Service,0,1,1,0,6,0,gravel,1,concrete slab,-94.124562,47.309353
WAS02343,Moose Lake (S) Public Water Access Site,"4 mi. N of the City of Deer River on HWy 6, then 5 mi. E on Co Rd 19, on S shore",Itasca County,1,0,1,0,2,0,gravel,1,concrete slab,-93.686037,47.383668
WAS02344,"Long Prairie River, Reynolds Township Public Water Access Site",5 miles West of Long Prairie off Todd Co. Rd. 38.,Todd County,0,0,1,0,0,6,gravel,1,natural,-94.944894,45.991628
WAS02345,Lake Winona Public Water Access Site,"On north shore of Lake Winona along Lake Park Dr,",City of Winona,1,0,1,0,12,30,asphalt,1,concrete slab,-91.636337,44.039758
WAS02346,Irving Lake South Public Water Access Site,"From Bemidji, S on Jefferson Ave, E on S. Lake Irving Dr. SW.",City of Bemidji,0,0,1,0,0,2,natural,0,natural,-94.88803,47.453987
WAS02347,Lake Eunice Public Water Access Site,In Lake Eunice on Co. Rd. 22.,Becker County,0,0,1,0,3,0,natural,1,concrete slab,-95.9691,46.746112
WAS02348,Lake Emma Public Water Access Site,County Road 40,Hubbard County,0,0,1,0,5,0,natural,1,natural,-94.949451,47.013595
WAS02349,Lake Charlotte Public Water Access Site,"From Cyrus go 1 mile west on Hwy 28, then .7 miles north on Co Rd 51 to site.",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab,-95.758624,45.624656
WAS02350,"Minnesota River, Le Sueur Public Water Access Site",In Le Sueur off of CR 93,DNR Division of Parks and Trails,0,1,1,0,20,0,,1,concrete slab,-93.917597,44.463267
WAS02351,"Minnesota Lake, Latusek Landing Public Water Access Site",Head west out of Minnesota Lake on CR 20 for 1.8 miles to the access.,DNR Division of Parks and Trails,0,0,1,0,0,12,gravel,1,concrete slab,-93.869665,43.847529
WAS02352,"Minnesota River, Ottawa Public Water Access Site",Follow signs in Ottawa off of #23,Le Sueur County,0,0,1,0,6,0,gravel,1,natural,-93.951981,44.384387
WAS02353,Marion Lake (SE) Public Water Access Site,4 mi N of Brownton to SE shore.,DNR Division of Parks and Trails,0,1,1,0,10,0,asphalt,0,natural,-94.375775,44.778375
WAS02354,"Moonan WMA, #1 Public Water Access Site",On the north end of the Moonan Wildlife Management Area on Moonan Marsh.,DNR Division of Fish and Wildlife,0,0,0,0,0,0,,1,natural,-93.439285,44.123408
WAS02355,"Lake Benton, Norwegian Creek (S) Public Water Access Site","From US-75 just north of Lake Benton, follow CR 124 east for 1.3 miles to the access.",Lincoln County,2,1,1,0,12,8,asphalt,2,concrete slab,-96.259875,44.287147
WAS02356,Long Lake Public Water Access Site,Head north on Hwy 4 out of Ormsby for 4 miles to CR 104.  Take CR 104 0.2 miles to the access.,DNR Division of Parks and Trails,1,1,1,0,18,3,asphalt,1,concrete slab,-94.6768,43.906357
WAS02357,Okabena Lake (S) Public Water Access Site,"In Worthington, on S shore.",City of Worthington,1,0,1,0,15,0,gravel,1,concrete slab,-95.622857,43.608643
WAS02358,Ocheda Lake (W) Public Water Access Site,3 mi S of Worthington to W side of W section of lake.,Nobles County,0,0,1,0,10,0,gravel,1,concrete slab,-95.634496,43.558614
WAS02359,Okamanpeedan Lake Public Water Access Site,"3.5 miles east of Ceylon, on County Road 8, on the north shore of Okamanpeedan Lake.",DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-94.575415,43.528751
WAS02360,McKay Lake Public Water Access Site,4 mi NW of Balaton to N shore.,DNR Division of Fish and Wildlife,0,0,1,0,0,5,natural,0,natural,-95.892243,44.281694
WAS02361,Perch Lake Public Water Access Site,Approximately 6.5 mi NE of Hendricks to N shore.,DNR Division of Parks and Trails,0,0,0,0,0,0,,0,natural,-96.280392,44.511323
WAS02362,"Minnesota River, North Redwood Public Water Access Site",Off of CR 101 just north of North Redwood,DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,concrete slab,-95.097277,44.571431
WAS02363,"Lake Benton, Stoney Point Public Water Access Site",From US-14 head north on CR 111 for 1.8 miles to the access.,City of Tyler,2,1,1,0,15,10,gravel,2,concrete slab,-96.201221,44.298063
WAS02364,Laur's Lake (W) Public Water Access Site,"6 miles southeast of Windom, on US Highway #71, on the west shore of Laur's Lake.",MNDOT,0,0,1,0,2,5,gravel,0,natural,-95.031229,43.803934
WAS02365,Little Spirit Lake Public Water Access Site,"5 mi S of Jackson on US Hwy 71, then 6 mi W on Cnty Rd 4, then W and S to N shore.",DNR Division of Parks and Trails,1,0,1,0,16,6,gravel,1,concrete slab,-95.123881,43.515408
WAS02366,"Koronis Lake, Hwy55 Public Water Access Site","From Paynesville, 4 miles south on State Hwy 55 on the southeast shore of Koronis Lake.",DNR Division of Parks and Trails,1,1,1,0,24,0,asphalt,2,concrete slab,-94.669556,45.32568
WAS02367,"North Fork Crow River, Forest City Public Water Access Site","5 mi NE of Litchfield on Mn Hwy 24, then .5 mi N on Cnty Rd 2 to river.",DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,gravel,-94.465697,45.209567
WAS02368,"Lake Winnibigoshish, Reese Landing Public Water Access Site","6 miles northwest of Bena, off West Lake Winnie Road at Moiss River Summer Homes Road.",U.S. Forest Service,0,0,1,0,0,8,gravel,1,natural,-94.321121,47.4055
WAS02369,"Leech Lake, Brevik Public Water Access Site","1 mi N of Brevik, off Co Rd 39 on Boy Lake Twp Rd, on SE shore of Partridge Bay on Leech Lake.",DNR Division of Parks and Trails,0,0,1,0,4,0,gravel,1,natural,-94.283679,47.093676
WAS02371,"Long Lake, Walker Public Water Access Site","9 mi NE of Backus on Hwy. 87, then 3 miles North on Hwy. 84, then 1 mile West on Co Rd 46, then 1 mile West on Co Rd 119, then 1 mile North on Woodrow Twp Road.",DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,concrete slab,-94.606269,47.069594
WAS02372,Pillager Lake Public Water Access Site,"From Pillager, 2 miles North on Cass Co. Rd. #1.",Sylvan Township,1,1,1,0,4,2,gravel,1,concrete slab,-94.48444,46.364776
WAS02373,Little Sand Lake Public Water Access Site,"From the City of Pine River, 3.8 miles N on Cty Rd 42, 1.4 miles N on 24th Ave SW to S shore of lake.",DNR Division of Parks and Trails,0,0,0,0,0,0,,0,natural,-94.3974,46.795679
WAS02374,"Leech Lake, Whipholt Wayside Public Water Access Site",".5 miles east of Shipholt, off MN Highway 200, on south shore of Leech Lake.",MNDOT,0,0,1,0,10,50,gravel,1,concrete slab,-94.356861,47.0505
WAS02375,"Mississippi River, Gulsvig Landing, #3 Public Water Access Site","1/4 mile north of Itasca State Park and .7 mile west of the intersection of Hwy 200 and CSAH 2, on north side of Hwy 200.",DNR Division of Parks and Trails,0,0,1,0,0,0,gravel,0,natural,-95.225212,47.253696
WAS02376,Pine Lake (E) Public Water Access Site,3.5 mi S of Gonvick off Cnty Rd 7 on the E shore.,DNR Division of Parks and Trails,0,0,1,0,0,8,gravel,1,natural,-95.508686,47.698975
WAS02377,Little Buzzle Lake Public Water Access Site,"1 mile northeast of Pinewood, .5 miles east of CSAH 5 on south shore of Little Buzzle Lake.",Buzzle Township,1,0,1,0,3,0,gravel,1,gravel,-95.107953,47.616468
WAS02378,Long Lake Public Water Access Site,5 mi S of Zerkel on MN Hwy 200 to NW shore.,Clearwater County,1,1,1,0,10,0,gravel,1,concrete slab,-95.310715,47.282841
WAS02379,Lake Itasca Public Water Access Site,"In Itasca State Park, 2 mi S of the city of Lake Itasca on Cnty Rd 38 to E shore.",DNR Division of Parks and Trails,2,1,1,0,20,4,,2,concrete slab,-95.19835,47.233782
WAS02380,Little Bass Lake Public Water Access Site,"9 miles southwest of Zerkel, north off MN Highway #113, on Strawberry Mountain Road, on the west shore.",Clearwater County,0,0,1,0,2,0,gravel,1,natural,-95.532908,47.191548
WAS02381,Net Lake Public Water Access Site,"3.5 miles east of White Earth, .5 miles off CASH 34 on the south shore of Net Lake.",Becker County,0,0,1,0,6,0,gravel,1,natural,-95.771229,47.100148
WAS02383,Little Sugar Bush Lake Public Water Access Site,"2.8 mi E of Richwood on Cnty Rd 34, then .4 mi N on Twp Rd to SW shore.",DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-95.772826,46.994672
WAS02384,Labelle Lake Public Water Access Site,"1 mi N of Lake Park on Cnty Rd 7, then 1.5 mi E on Cnty Rd 9, then .1mi E on Twp Rd, to N shore.",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab,-96.071616,46.899561
WAS02385,Marshall Lake Public Water Access Site,"2.4 mi E of Audubon on US Hwy 10, then 2.1 mi S on Cnty Rd 103 to E shore.",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab,-96.030542,46.842314
WAS02386,Little Cormorant Lake Public Water Access Site,3.9 mi S on Cnty Rd 11 to E shore.,DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab,-95.989793,46.804777
WAS02387,Monson Lake Public Water Access Site,1.8 mi S of Detroit Lakes on Hwy 59; 0.3 mi W on Co Rd 6;  0.8 mi S on Co Rd 19; 0.4 mi W on Twp Rd,DNR Division of Parks and Trails,0,0,1,0,3,0,gravel,1,natural,-95.89233,46.78731
WAS02388,"Melissa Lake, Mac's Landing Public Water Access Site","5.6 mi S of Detroit Lakes on Hwy 59, then .1 mi W on Cutover to Co Rd 17, then .1 mi N to E shore.",DNR Division of Parks and Trails,1,1,1,0,20,0,asphalt,1,concrete slab,-95.879728,46.75082
WAS02389,Plantagenet Lake (SE) Public Water Access Site,"6 mi S of Bemidji, 2.2 mi west onCnty Rd 9 on N side.",DNR Division of Parks and Trails,1,1,1,0,15,0,asphalt,1,concrete slab,-94.909737,47.367261
WAS02390,Minerva Lake Public Water Access Site,8 mi SE of Bagley off Cnty Rd 36.,DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,natural,-95.31812,47.370508
WAS02391,Lake Paine Public Water Access Site,In the city of Lake George south off Hwy 71 .2 miles on Norway Pines Drive,DNR Division of Forestry,0,1,1,0,4,20,,1,natural,-94.994487,47.197078
WAS02392,Little Gulch Lake Public Water Access Site,"From Lake George, 2.9 mi E on Hwy 71, then 3.5 mi S on Co Rd 91,then 1.4 mi E on W Gulch Forest Rd.",DNR Division of Parks and Trails,0,1,1,0,3,0,gravel,1,natural,-94.852582,47.176574
WAS02393,Little Mantrap Lake Public Water Access Site,"12 miles north of Park Rapids, off County Raod 42, on the south shore of Little Mantrap Lake.",Hubbard County,0,0,1,0,3,0,gravel,1,natural,-95.170192,47.10309
WAS02394,Island Lake Public Water Access Site,"11.5 mi N of Park Rapids on US Hwy 71, then .6 mi E on Twp Rd 27 to W shore.",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab,-95.137284,47.059093
WAS02395,Ojibway (West Dead) Lake Public Water Access Site,"1.1 mi N of Nevis on Cnty Rd 2, then 6 mi W on Cnty Rd 40, then 1.1 mi N on Cnty Rd 7, then 0.3 mi E on Twp Rd to SW shore.",DNR Division of Parks and Trails,1,0,1,0,8,4,gravel,1,concrete slab,-94.919392,47.020571
WAS02396,"Long Lake , Hubbard Beach (S) Public Water Access Site","3 mi S of Park Rapids on US Hwy 71, then 4.1 mi E on Mn Hwy 87, then .1 mi N on Twp Rd to S tip of lake.",Hubbard County,1,1,1,0,20,5,gravel,2,concrete slab,-95.012074,46.842141
WAS02397,Long Lake (N) Public Water Access Site,"From Park Rapids, 1.7 mi E on Mn Hwy 34, the .1 mi S on Cnty Rd 107 to NW shore.",DNR Division of Parks and Trails,1,1,1,0,6,0,asphalt,1,concrete slab,-94.994848,46.929127
WAS02398,Paulson WMA Public Water Access Site,Head west from I-35 on Hwy 1 for 0.5 miles to Bagley Ave.  Head north on Bagley Ave for 0.7 miles to 102nd St W.  Follow 102nd St W west to the access.,DNR Division of Fish and Wildlife,0,0,1,0,0,4,natural,0,natural,-93.313223,44.439441
WAS02399,Mazaska Lake (SW) Public Water Access Site,In Shieldsville on Mn Hwy 21 to SW shore.,Rice County,0,0,1,0,14,0,asphalt,1,concrete slab,-93.405992,44.368604
WAS02400,Pickerel Lake Public Water Access Site,"2 miles south of Albert Lea, on the east shore of Pickerel Lake, off Highway 69.",MNDOT,0,1,1,0,5,0,natural,1,natural,-93.397746,43.621214
WAS02401,"Madison Lake, Bray Park Public Water Access Site",2 mi SE of the city of Madison Lake on SE shore.,Blue Earth County,1,1,1,0,25,0,asphalt,2,concrete slab,-93.793146,44.181473
WAS02402,Pepin Lake Public Water Access Site,"3 miles north of Montgomery, on County Road 143, on the north shore of the west bay of Lake Pepin.",Le Sueur County,0,0,1,0,4,4,natural,1,concrete slab,-93.602512,44.4711
WAS02403,"Minnesota River, Belle Plaine Public Water Access Site",Just north of Belle Plaine on CR 25,DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,concrete slab,-93.765313,44.634097
WAS02404,Oak Leaf Lake Public Water Access Site,Head west out of St Peter on CR 99 for 2 miles to the access.,DNR Division of Fish and Wildlife,0,0,1,0,6,6,gravel,1,concrete slab,-94.018548,44.311205
WAS02405,Mound Creek Reservoir Public Water Access Site,From US-71 head east on Hwy 10 for 2 miles to 450th Ave.  Follow 450th Ave north for 0.5 miles to Mound Creek County Park entrace.  Access is within County Park.,Brown County,1,1,1,0,6,0,natural,1,concrete slab,-95.090305,44.120555
WAS02406,Loon Lake Public Water Access Site,2 mi E of the city of Lake Crystal to S shore.,DNR Division of Parks and Trails,1,1,1,0,23,0,asphalt,2,concrete slab,-94.183435,44.09488
WAS02407,"Minnesota River, Sibley Park Public Water Access Site",On W side of Mankato .5 miles N of US Hwy 169 on Minnesota River.,City of Mankato,0,0,1,0,10,20,asphalt,0,natural,-94.036872,44.162056
WAS02408,Lost Marsh WMA Public Water Access Site,From CR 14 head east on 132nd St for 1 miles to 620th Ave.  Follow 620th Ave north for 0.3 miles to access road.,DNR Division of Fish and Wildlife,0,0,1,0,0,4,natural,0,natural,-93.801544,43.939845
WAS02409,Little Cobb River Public Water Access Site,From State Highway 22 follow 158th St east for 2.3 miles to Lilac Rd E.  Follow Lilac Rd E south for 0.8 miles to the access.,Blue Earth County,0,1,1,0,3,3,natural,0,natural,-93.90877,43.996708
WAS02410,"Le Sueur River, Hwy 66 Public Water Access Site",Follow Hwy 66 south out of Mankato for 2.8 miles to the access.,Blue Earth County,0,0,1,0,4,20,asphalt,0,natural,-94.049709,44.117472
WAS02411,Middle Lake (S) Public Water Access Site,"From CR 99, 0.6 miles east of Nicollet, head north on Twp Rd for 0.3 miles to Twp Rd 99.  Follow Twp Rd 99 east for 1 mile to Twp Rd 182.  Take Twp Rd 182 north for 0.6 miles to the access.",DNR Division of Parks and Trails,0,0,1,0,12,4,gravel,1,concrete slab,-94.15112,44.291769
WAS02412,"Minnesota River, Judson Public Water Access Site","5 mi S of Nicollet on Cnty Rd 23, then W on Cnty Rd 71, to N bank of river.",DNR Division of Parks and Trails,0,0,1,0,12,0,gravel,1,concrete slab,-94.194767,44.201024
WAS02413,Turtle Lake Public Water Access Site,"4 mi E of Fosston on Cnty Rd 27, then 1 mi N on Twp Rd to S shore.",DNR Division of Parks and Trails,0,0,1,0,4,5,natural,1,concrete slab,-95.661717,47.604814
WAS02414,"Red Lake River, Hwy 1 Public Water Access Site","In the city of Thief River Falls, off MN Highway #1, on the north bank of the Red Lake River.",City of Thief River Falls,1,0,1,0,8,12,asphalt,1,concrete slab,-96.168101,48.123858
WAS02415,Thief Lake (NE) Public Water Access Site,"4.5 miles north of the Thief Lake Wildlife Management Area Headquarters, 0.5 miles south of County Road 48, on the north shore of Thief Lake.",DNR Division of Fish and Wildlife,1,1,1,0,0,0,natural,0,natural,-95.860764,48.502585
WAS02416,Pomme De Terre Lake (W) Public Water Access Site,Head east out of Elbow Lake on Hwy 79 for 2.3 miles to CR 21. Follow CR 21 north for 2 miles to Point Comfort Rd.  Take Point Comfort Rd east for 1 mile to the access.,DNR Division of Parks and Trails,1,1,1,0,8,0,gravel,1,concrete slab,-95.895156,46.035435
