Site ID,Site Name,Directions to Site,Site Coordinates,Administrator of Site,Number of Docks,Number of Restrooms,Number of Parking Lots,Number of Accessible Spaces,Number of Trailer Spaces,Number of Vehicle Spaces,Parking Lot Surface,Number of Ramps,Ramp Surface
WAS02579,"Island Lake, Minnesota Power (N) Public Water Access Site",Take Hwy 4 north for 17 miles out of Duluth to access.,"[-92.11653, 47.036583]",Minnesota Power,1,1,1,0,14,3,gravel,1,concrete slab
WAS02580,"Lake Superior, Two Harbors, Agate Bay boat launch Public Water Access Site","At the south end of the city of Two Harbors, 1 mile east of US Highway #61, on the northwest shore of Lake Superior.","[-91.665488, 47.014995]",DNR Division of Parks and Trails,2,2,1,0,60,12,asphalt,3,concrete slab
WAS02581,"Lake Superior, Grand Marais Safe Harbor Public Water Access Site",At the southern edge of Grand Marais on Co Rd 10,"[-90.333461, 47.746498]",DNR Division of Parks and Trails,1,0,1,0,20,10,asphalt,2,concrete slab
WAS02582,"Lake Superior, Horseshoe Bay Public Water Access Site",1.5 mi E of Hovland on US Hwy 61 on N shore of Lake Superior.,"[-89.936546, 47.85108]",DNR Division of Parks and Trails,1,1,1,0,20,0,natural,1,concrete slab
WAS02583,Little Island Lake Public Water Access Site,From Goodland follow CR 16 north for 7 miles to CR 565.  Follow CR 565 east for 0.7 miles to the access.,"[-93.07791, 47.259335]",Itasca County,0,0,1,0,0,0,gravel,1,gravel
WAS02584,"Lake Superior, Grand Portage Safe Harbor Public Water Access Site","Take Co Rd 17 south 0.5 miles from Grand Portage, then east on Marina Rd","[-89.689684, 47.95601]",Grand Portage Band,1,1,1,0,40,0,natural,1,concrete slab
WAS02585,Pelican River (W) Public Water Access Site,Follow Co Rd 180 east from Cusson for 5.3 miles to NF-609.,"[-92.761065, 48.135954]",DNR Division of Parks and Trails,0,0,1,0,2,0,natural,0,natural
WAS02586,Myrtle Lake Public Water Access Site,"7.5 mi E of Orr on Cnty Rd 23, to SE shore.","[-92.652901, 48.078009]",DNR Division of Parks and Trails,1,0,1,0,10,2,gravel,1,concrete slab
WAS02587,Lost Lake Public Water Access Site,West from Tower on Hwy 1 for 5.8 miles.  North on Holter Rd for 1.2 miles.  Northeast  on Robert Rd for 1 mile to access.,"[-92.40376, 47.816812]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02588,"Little Fork River, Devereaux Public Water Access Site","4.5 mi S of the city of Little Fork on Mn Hwy 65, then 3 mi E on Cnty Rd 73.","[-93.485121, 48.33107]",DNR Division of Parks and Trails,0,0,1,0,0,4,gravel,0,natural
WAS02589,Kabetogama Lake (E) Ash River Visitor Center Public Water Access Site,Go E on Co Hwy 129 then N on Mead Wood Rd.,"[-92.848105, 48.435517]",National Park Service,1,2,1,0,60,20,asphalt,2,concrete slab
WAS02590,King Lake Public Water Access Site,From Hwy 7 follow CR 339 west for 1.5 miles to CR 346.  Follow CR 346 south for 0.8 miles to the access.,"[-93.406053, 47.550396]",DNR Division of Parks and Trails,0,0,1,0,0,0,gravel,1,natural
WAS02591,Janet Lake Public Water Access Site,"13 mi S of Hibbing on Mn Hwy 73, then 0.5 mi S on Cnty Rd 443, then 0.5 mi SE on access road to NE shore.","[-93.014796, 47.239718]",DNR Division of Parks and Trails,0,0,1,0,4,0,gravel,1,gravel
WAS02592,Little Bowstring Lake Public Water Access Site,"9 miles south of Marcell, off CSAH 48, on the south shore of Little Bowstring Lake.","[-93.722533, 47.487995]",Itasca County,0,0,1,0,2,0,,1,natural
WAS02593,Lost Moose Lake Public Water Access Site,"4 mi S of Marcell on Mn Hwy 38, then approximately 9 mi SE on Cnty Rd 49, then 2 mi N on State Forest Rd to W shore.","[-93.509883, 47.512123]",DNR Division of Parks and Trails,0,1,1,0,2,0,gravel,1,concrete slab
WAS02594,Pickerel Lake Public Water Access Site,"14 mi E of Effie on Mn Hwy 1, then 1.5 mi N on Cnty Rd 533 to W shore.","[-93.36436, 47.826088]",DNR Division of Forestry,1,1,1,0,4,0,natural,1,concrete slab
WAS02595,Mirror Lake Public Water Access Site,6 mi SW of Togo on Mn Hwy 1 to W shore.,"[-93.279466, 47.805365]",DNR Division of Parks and Trails,1,0,1,0,3,0,natural,1,concrete slab
WAS02596,Owen Lake Public Water Access Site,"9 mi S of Big Fork on Cnty Rd 7, then 7 mi E on Cnty Rd 340, then 1.5 mi N on Cnty Rd 52 to S shore.","[-93.39046, 47.671168]",DNR Division of Forestry,0,0,1,0,4,0,natural,1,concrete slab
WAS02597,North Star Lake Public Water Access Site,"24 miles north of Grand Rapids, on MN Highway 38, on North Star Lake.","[-93.655606, 47.550151]",U.S. Forest Service,1,0,1,0,8,0,gravel,1,concrete slab
WAS02598,Napolean Lake Public Water Access Site,From Hwy 52 follow CR 342 north for 2 miles to Radisson Lake Trl.  Follow Radisson Lake Trl west for 0.2 miles to the access.,"[-93.370705, 47.701292]",DNR Division of Parks and Trails,0,0,0,0,0,0,,0,
WAS02599,Moose Lake Public Water Access Site,6 mi NW of Dora Lake to S shore.,"[-94.149249, 47.813313]",DNR Division of Parks and Trails,0,0,1,0,2,2,gravel,1,concrete slab
WAS02600,Morph Lake WMA Public Water Access Site,"10 mi S of Rosy, off Third River Rd to S shore.","[-94.356006, 47.547925]",DNR Division of Fish and Wildlife,0,1,1,0,0,10,gravel,1,gravel
WAS02601,Noma Lake Public Water Access Site,"2 miles north of Wirt, on CSAH 31, in the Noma Lake Campground on the south shore of Noma Lake.","[-93.965657, 47.748928]",U.S. Forest Service,0,0,0,0,0,0,,1,natural
WAS02602,Pigeon Dam Lake Public Water Access Site,"21 miles northwest of the city of Deer River, on MN Highway #46, then 6 miles west on County Road 33, on the west shore of Pigeon Dam Lake.","[-94.162195, 47.51734]",U.S. Forest Service,0,0,1,0,6,0,gravel,1,natural
WAS02603,Little Ball Club Lake Public Water Access Site,"13 miles northwest of the city of Deer River, on MN Highway #46, on the west shore of Little Ball Club Lake.","[-93.998983, 47.422315]",U.S. Forest Service,0,0,1,0,4,0,,1,natural
WAS02604,Peterson Lake Public Water Access Site,"17 miles northwest of the city of Deer River, on MN Highway #46, on Cut Foot Sioux Lake.","[-93.841274, 47.64152]",DNR Division of Parks and Trails,0,0,1,0,2,0,gravel,1,concrete slab
WAS02605,Maple Lake Public Water Access Site,"14 miles south of Grand Rapids, on US Highway #169, on the west shore of Maple Lake south of a stream.","[-93.593576, 47.0381]",Itasca County,0,0,1,0,0,3,gravel,1,natural
WAS02606,Jay Gould Lake Public Water Access Site,"2 miles south of Cohasset, off CSAH 63, on Jay Gould Lake.","[-93.633463, 47.237119]",Itasca County,0,0,1,0,8,0,gravel,1,concrete slab
WAS02607,Panasa Lake Public Water Access Site,"1 miles south of Calumet, on the north shore of Panasa Lake.","[-93.254922, 47.30244]",Greenway Township,0,0,1,0,0,0,gravel,1,concrete slab
WAS02608,"Mississippi River, #1 Public Water Access Site",In the city of Cohasset.,"[-93.623898, 47.26254]",City of Cohasset,1,0,1,0,3,0,gravel,1,concrete slab
WAS02609,"Nelson Slough, Nelson Park WMA (S) Public Water Access Site","From Strandquist, 2.5 miles east on 420th St. NW, then south 1 mile, then east 3 miles","[-96.322382, 48.472656]",DNR Division of Fish and Wildlife,0,0,1,0,2,5,,0,natural
WAS02610,Long Lake Public Water Access Site,"4 miles east of Goodland, off CSAH 20, on the south shore of Long Lake.","[-93.073016, 47.174177]",Itasca County,0,0,1,0,1,0,gravel,1,natural
WAS02611,Jewett Lake Public Water Access Site,"8 mi N of Fergus Falls on Cnty Rd 22, then 1.25 mi E to N shore.","[-96.04074, 46.419544]",DNR Division of Parks and Trails,1,0,1,0,6,0,natural,1,concrete slab
WAS02612,Pickerel Lake Public Water Access Site,10.5 mi NW of the city of Battle Lake to S shore.,"[-95.801965, 46.420809]",DNR Division of Parks and Trails,1,0,1,0,7,0,gravel,1,concrete slab
WAS02613,"McDonald Lake, Seclusion Point Public Water Access Site","3 mi W of Dent on Mn Hwy 108, then 1 mi N to S shore.","[-95.762124, 46.563858]",DNR Division of Parks and Trails,1,0,1,0,14,0,gravel,1,concrete slab
WAS02614,Leek Lake Public Water Access Site,"2 mi NW of Vergas on Cnty Rd 17, then 2 mi W on Twp Rd to S shore.","[-95.8778, 46.67535]",DNR Division of Parks and Trails,1,0,1,0,8,0,asphalt,1,concrete slab
WAS02615,Lightning Lake Public Water Access Site,2 mi N of Wendell off Cnty Rd 11 to W shore.,"[-96.098872, 46.071838]",City of Wendell,1,1,1,0,11,0,gravel,1,concrete slab
WAS02616,Lake Carlos (E) Public Water Access Site,3 mi SW of Carlos to E shore.,"[-95.353469, 45.962255]",Carlos Township,0,0,1,0,1,0,gravel,1,concrete slab
WAS02617,Moses Lake Public Water Access Site,2.5 mi W of Millerville off Cnty Rd 16 on W shore.,"[-95.613547, 46.067051]",DNR Division of Parks and Trails,1,0,1,0,12,0,gravel,1,concrete slab
WAS02618,Long Lake Public Water Access Site,2 mi S of Evansville on Cnty Rd 1 then 2.5 mi on Cnty Rd 55 to NE shore.,"[-95.667981, 45.955522]",DNR Division of Parks and Trails,1,0,1,0,4,0,gravel,1,concrete slab
WAS02619,"Le Homme Dieu Lake, Krueger Creek (NE) Public Water Access Site",3 mi N of Alexandria off Cnty Rd 20 on NE shore.,"[-95.337396, 45.941352]",DNR Division of Parks and Trails,1,1,1,0,28,0,asphalt,1,concrete slab
WAS02620,Lobster Lake Public Water Access Site,10 mi W of Alexandria off Cnty Rd 27 on SW shore.,"[-95.562462, 45.872167]",DNR Division of Parks and Trails,1,0,1,0,24,0,asphalt,2,concrete slab
WAS02621,Lakota Lake (S) Public Water Access Site,3 mi W of Alexandria on MN Hwy 27 then 2 mi N on Twp Rd to N shore of the S bay.,"[-95.451392, 45.864279]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02622,Oscar Lake Public Water Access Site,8 mi W of Alexandria off MN Hwy 27 on the N shore.,"[-95.614148, 45.832841]",DNR Division of Parks and Trails,1,0,1,0,2,0,gravel,1,concrete slab
WAS02623,Maple Lake (E) Public Water Access Site,0.5 mi S of Forada off Cnty Rd 87 then W on Hudson Twp Rd to NE shore.,"[-95.354669, 45.783797]",DNR Division of Parks and Trails,1,1,1,0,6,0,gravel,1,concrete slab
WAS02625,Osakis Lake (S) Public Water Access Site,"In the city of Osakis, on the south shore of Osakis Lake.","[-95.152148, 45.86996]",DNR Division of Parks and Trails,1,1,1,0,26,0,asphalt,2,concrete slab
WAS02626,Mary Lake (S) Public Water Access Site,6 mi S of Alexandria on Cnty Rd 21 then 2.5 mi W on Cnty Rd 4 to S shore.,"[-95.496363, 45.808351]",DNR Division of Parks and Trails,1,0,1,0,17,0,asphalt,1,concrete slab
WAS02627,Johanna Lake Public Water Access Site,"In Arden Hills, 1 mi W on Lake Johanna Blvd, off Snelling Ave on the N shore.","[-93.172739, 45.047382]",Ramsey County,1,1,1,0,7,0,asphalt,2,concrete slab
WAS02628,Lory Lake Public Water Access Site,"4.5 mi NW of Dalbo, E on Cnty Rd 4, N on Blackfoot St, E on 416th Ave on W shore.","[-93.361966, 45.721624]",Maple Ridge Township,0,0,1,0,4,0,gravel,1,gravel
WAS02629,Linwood Lake Public Water Access Site,"In Martin Island Linwood Regional Park, off of 215th Ave NE, on E shore.","[-93.09693, 45.357117]",Anoka County,2,1,1,0,31,9,asphalt,2,concrete slab
WAS02630,"Mississippi River, Coon Rapids Dam Public Water Access Site","In Coon Rapids Dam Regional Park, W of Cnty Rd 1 on the E shore of the river.","[-93.310715, 45.147015]",Anoka County,1,1,1,0,16,0,asphalt,2,concrete slab
WAS02631,"Mississippi River, South St. Paul Public Water Access Site","Below I-494 bridge, N on Hardman Ave SE, E on Verdosa Ave.","[-93.017289, 44.881959]",City of South St. Paul,1,1,1,0,26,0,asphalt,2,concrete slab
WAS02632,"Mississippi River, Hastings Public Water Access Site","In Hastings, .5 mi W of 61, E on Cnty Rd 42, N on Lock and Dam Rd.","[-92.859206, 44.749033]",City of Hastings,0,1,1,0,46,10,asphalt,2,concrete slab
WAS02633,Marion Lake Public Water Access Site,"In Lakeville, 0.5 mi E of Kenrick Ave on West 195th Street, on W shore.","[-93.284844, 44.666625]",City of Lakeville,1,2,1,0,35,4,asphalt,2,concrete slab
WAS02634,Kroon Lake Public Water Access Site,"2 mi S of Lindstrom on Cnty Rd 25 to Morgan Ave, 100 yards west to Nathan Lane, north to E shore.","[-92.840381, 45.356603]",DNR Division of Parks and Trails,1,0,1,0,8,0,asphalt,1,concrete slab
WAS02635,"Minnesota River, Shakopee Public Water Access Site","In city of Shakopee, on E of Hwy 101 on N shore of Minnesota River.","[-93.525767, 44.801002]",City of Shakopee,0,0,1,0,12,10,asphalt,1,concrete slab
WAS02636,"Mississippi River, Boom Island Public Water Access Site","In Minneapolis, in Boom Island Park, from I94, E on NE Broadway St, S on Marshall St NE, W on NE 8th Ave.","[-93.270182, 44.993633]",City of Minneapolis,1,0,1,0,30,50,asphalt,1,concrete slab
WAS02637,"Parkers Lake, Parkers Lake Park Public Water Access Site","In Plymouth, W of 494, W on Cnty Rd 6 in Parker Lake Park.","[-93.470646, 44.996805]",City of Plymouth,2,1,1,0,6,40,asphalt,1,natural
WAS02638,"Lake Indepenence, Baker Park Reserve Public Water Access Site","From Medina, 2.5 mi S of Hwy 55, off Cnty Rd 19.","[-93.635795, 45.025893]",Three Rivers Park District,2,1,1,0,46,100,asphalt,2,concrete slab
WAS02639,Normandale Lake Public Water Access Site,"In Normandale, S of 84th St, W on Chalet Road, in city park.","[-93.362326, 44.851261]",City of Normandale,0,0,1,0,10,50,asphalt,1,concrete slab
WAS02640,Lake Nokomis Public Water Access Site,"In Minneapolis, 1 mi N of CSAH 62, on West Nokomis Pkwy.","[-93.244932, 44.910442]",City of Minneapolis,1,1,1,0,30,80,asphalt,1,concrete slab
WAS02641,Bde Maka Ska Public Water Access Site,"In Minneapolis, at East Lake Calhoun Pkwy & Lake St, on NE shore.","[-93.306675, 44.947763]",City of Minneapolis,1,1,0,0,0,0,,1,concrete slab
WAS02642,Little Long Lake Public Water Access Site,"In Minnetrista, 1.5 mi S of Cnty Rd 26 on Game Farm Rd.","[-93.706394, 44.952686]",DNR Division of Parks and Trails,1,1,1,0,7,0,asphalt,1,concrete slab
WAS02643,"Long Lake, Nelson Lakeside Park Public Water Access Site","In Long Lake, on Symes St, off Lake St and Wayzata Blvd.","[-93.569274, 44.987494]",City of Long Lake,2,2,1,0,20,15,asphalt,2,concrete slab
WAS02644,"Lake Minnetonka, King's Point Public Water Access Site","In Minnetrista, off Mn Hwy 7 on King's Point Road.","[-93.696515, 44.913563]",City of Minnetrista,0,0,1,0,0,14,gravel,1,natural
WAS02645,"Mitchell Lake, Miller Park Public Water Access Site","In Eden Prairie, 0.5 mi S of Mn Hwy 5 on Cnty Rd 4, then W into Miller Park, then follow signs.","[-93.495942, 44.854275]",City of Eden Prairie,0,0,1,0,15,30,asphalt,1,concrete slab
WAS02646,"Minnesota River, Carver Public Water Access Site","In Carver, SE of Cnty Rd 40, SE on Oak St, NW on Main St E, on W bank of Minnesota River.","[-93.616709, 44.766769]",City of Carver,0,0,1,0,8,0,asphalt,1,concrete slab
WAS02647,Frontenac Lake Public Water Access Site,"4 miles E of Becida, .5 miles  W of Cnty Rd 118 to E shore.","[-94.990481, 47.33909]",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab
WAS02648,Big Lake Public Water Access Site,"12 miles east of Bemidji, 2 miles of CSAH 12, on the east shore of Big Lake.","[-94.592874, 47.508653]",U.S. Forest Service,0,0,1,0,5,0,gravel,1,concrete slab
WAS02649,Bass Lake Public Water Access Site,"2.5 miles south of Naytahwaush, 2 miles off County Road 4, on the west shore of Bass Lake.","[-95.603424, 47.229708]",Mahnomen County,1,0,0,0,0,0,,1,natural
WAS02650,"Cedar River, Riverwood Landing Public Water Access Site",Head south from Austin on 4th St SE for 2.5 miles.  Follow 42nd Ave SE west to 1st Pl SW.,"[-92.97826, 43.615964]",DNR Division of Parks and Trails,0,0,1,0,0,5,gravel,0,natural
WAS02651,"Cottonwood River, Flandrau State Park Public Water Access Site",Off of the loop for the Visitor Center at Flandrau State Park.,"[-94.469079, 44.291417]",DNR Division of Parks and Trails,0,1,1,0,5,30,asphalt,0,natural
WAS02652,"Cottonwood River, Cottonwood Street Public Water Access Site",In the south side of New Ulm off of Cottonwood St.,"[-94.439582, 44.289298]",City of New Ulm,0,0,1,0,2,6,natural,0,natural
WAS02653,"Foot Lake, Co Rd 41 Public Water Access Site",In Wilmar off of 10th St NW,"[-95.05412, 45.13078]",City of Willmar,1,0,1,0,5,0,asphalt,1,concrete slab
WAS02654,"Chippewa River, Montevideo Public Water Access Site",In Montevideo's Lagoon Park on Forest Ave.,"[-95.729148, 44.950245]",City of Montevideo,0,0,1,0,0,10,natural,1,natural
WAS02655,"Cannon River, Two Rivers Access Public Water Access Site",On the north side of Faribault between 2nd Aveneu Northwest and the dam on the Cannon River.,"[-93.270872, 44.310621]",City of Faribault,0,0,1,0,5,5,natural,1,gravel
WAS02656,"Cannon River, Morristown Public Water Access Site",In Morristown off of Franklin St,"[-93.439008, 44.226389]",City of Morristown,0,0,0,0,0,0,,0,
WAS02657,Beaver Lake Public Water Access Site,2 mi west of Ellendale on Mn Hwy 30 then 1 mi north on Steele Co rd 28.,"[-93.344812, 43.888897]",Steele County,1,1,1,0,0,0,asphalt,1,concrete slab
WAS02658,Caron Lake Public Water Access Site,"4 mi N of Morristown on Cnty Rd 72, then 1 mi W on Cnty Rd 12, then 1.5 mi N on Twp Rd to E shore.","[-93.463941, 44.303475]",DNR Division of Parks and Trails,0,0,1,0,6,0,gravel,1,natural
WAS02659,French Lake Public Water Access Site,"2.5 mi NW of Faribault on Cnty Rd 11, then 1.5 mi W on Cnty Rd 37, then 1 mi N on Cnty Rd 69, then 1 mi W on Twp Rd to SE shore.","[-93.38281, 44.332026]",DNR Division of Parks and Trails,1,0,1,0,17,0,gravel,1,concrete slab
WAS02660,Cannon Lake Public Water Access Site,2 mi SW of Faribault on Mn Hwy 60 to E shore.,"[-93.342028, 44.263262]",DNR Division of Parks and Trails,2,0,1,0,20,0,asphalt,2,concrete slab
WAS02661,"Fountain Lake, North Edgewater Bay Public Water Access Site","In Albert Lea, on the north shore of Fountain Lake.","[-93.398931, 43.668616]",City of Albert Lea,1,1,1,0,18,0,asphalt,1,concrete slab
WAS02662,Geneva Lake Public Water Access Site,"2.5 mi S of Geneva on Cnty Rd 45, then 1 mi E on gravel road to W shore.","[-93.280515, 43.788006]",DNR Division of Parks and Trails,1,0,1,0,6,0,gravel,1,concrete slab
WAS02663,"Fountain Lake, Brookside Landing Public Water Access Site","In Albert Lea, on the northeast shore of Fountain Lake.","[-93.375898, 43.666108]",City of Albert Lea,1,0,1,0,30,0,asphalt,1,concrete slab
WAS02664,Ballantyne Lake Public Water Access Site,1 mi NW of the City of Madison Lake on S shore.,"[-93.828597, 44.21055]",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab
WAS02665,Frances Lake (E) Public Water Access Site,In Elysian off of 1st St N,"[-93.675796, 44.205025]",DNR Division of Parks and Trails,1,1,1,0,24,0,asphalt,2,concrete slab
WAS02666,Fish Lake Public Water Access Site,2.5 mi N of Elysian on Cnty Rd 14 to S shore.,"[-93.661611, 44.227416]",Le Sueur County,0,0,1,0,6,2,gravel,1,concrete slab
WAS02667,German Lake (W) Public Water Access Site,6 mi SE of Cleveland on Cnty Rd 13 to W shore of German Lake.,"[-93.742934, 44.277626]",DNR Division of Parks and Trails,0,0,1,0,6,8,gravel,1,natural
WAS02668,Dora Lake Public Water Access Site,2.5 mi N of Kilkenny off Cnty Rd 3 to SE shore.,"[-93.57075, 44.345879]",DNR Division of Parks and Trails,0,0,1,0,15,0,gravel,1,gravel
WAS02669,Bear Lake Public Water Access Site,4.5 mi NE of Hutchinson to S shore.,"[-94.307136, 44.946077]",DNR Division of Parks and Trails,0,0,1,0,10,0,gravel,1,concrete slab
WAS02670,Clear Lake (S) Public Water Access Site,On Clear Lake Dr on the east edge of Waseca.,"[-93.479175, 44.081055]",City of Waseca,2,1,1,0,30,10,asphalt,2,concrete slab
WAS02671,Goose Lake (S) Public Water Access Site,"3 miles east of Waseca, on the south shore of Goose Lake.","[-93.445511, 44.069776]",Waseca County,0,0,1,0,2,4,natural,1,natural
WAS02672,Henry Lake Public Water Access Site,3.5 mi S of Cleveland on Cnty Rd 15 to SW shore.,"[-93.819237, 44.281688]",DNR Division of Parks and Trails,0,0,1,0,6,4,gravel,1,gravel
WAS02673,"Alternatt Lake, Tremi Co Park Public Water Access Site",Approximately 9 mi SE of Springfield.,"[-94.844765, 44.200963]",Brown County,0,1,1,0,0,6,natural,0,natural
WAS02674,Boise Lake Public Water Access Site,"1.25 miles east of Highway 258, 5 miles east of Springfield, on the south shore of Boise Lake.","[-94.882702, 44.250846]",DNR Division of Fish and Wildlife,0,0,1,0,2,2,natural,1,natural
WAS02675,"Cottonwood River, Hwy 4 Public Water Access Site",3.6 miles south of Sleepy Eye on Highway 4.,"[-94.725628, 44.235206]",DNR Division of Parks and Trails,0,0,1,0,6,6,gravel,0,natural
WAS02676,Dolney Lake Public Water Access Site,"5 miles East of Crosslake on Co Rd 36, then 1.5 miles North on Fairfield Twp Rd 75.","[-94.000525, 46.678012]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02677,East Twin Lake Public Water Access Site,"3 miles South of Peqout Lakes on MN Hwy. 371, then 0.25 mile East on Township Road.","[-94.306697, 46.557421]",DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab
WAS02678,Edna Lake Public Water Access Site,"1 mile North of Nisswa on MN Hwy. 371, then 0.25 mile West on Edna Lake Road.","[-94.309127, 46.540318]",DNR Division of Parks and Trails,1,1,1,0,10,0,gravel,1,concrete slab
WAS02679,East Fox Lake Public Water Access Site,"1.75 miles West of Fifty Lakes on Crow Wing Co. Rd. #1, then 0.75 mile North on Penninsula Road.","[-94.083, 46.745857]",DNR Division of Parks and Trails,1,0,1,0,5,0,gravel,1,concrete slab
WAS02680,"Bass Lake, Turkey Public Water Access Site","3 mi N of Merrifield on Co Rd 3, then 1 mi E on Co Rd 19, then 0.5 mi S & 0.5 mi E on Center Twp Rd.","[-94.132917, 46.489274]",DNR Division of Parks and Trails,0,0,1,0,8,4,gravel,0,natural
WAS02681,Black Bear Lake Public Water Access Site,2 mi NW of Trommald.,"[-94.064109, 46.514066]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02682,Blackhoof Lake Public Water Access Site,"1 mile West of Ironton on MN Hwy. 210, then 0.5 mile North on Irondale Township Road.","[-94.010795, 46.46856]",DNR Division of Forestry,1,0,1,0,8,6,gravel,1,concrete slab
WAS02683,Camp Lake Public Water Access Site,"4 mi S of Garrison on Hwy. 169, then 3.5 mi W on Co Rd 2, then 0.5 mi N on Pelarski Rd.","[-93.862412, 46.225328]",DNR Division of Parks and Trails,1,1,1,0,14,0,gravel,1,concrete slab
WAS02684,"Des Moines River, Dam Public Water Access Site",Near the south edge of Windom on 4th Ave.,"[-95.119526, 43.859066]",City of Windom,0,0,1,0,15,10,gravel,1,concrete slab
WAS02685,Imogene Lake Public Water Access Site,Head east out of Fairmont for 4 miles to 250th Ave.  Follow 250th Ave south for 0.3 miles to the access.,"[-94.367651, 43.646629]",DNR Division of Parks and Trails,1,1,1,0,10,10,asphalt,1,concrete slab
WAS02686,Butterfield Lake (SW) Public Water Access Site,0.5 mi W of the city of Butterfield on Mn Hwy 60 to SE shore.,"[-94.8091, 43.957818]",City of Butterfield,1,0,1,0,20,0,asphalt,1,concrete slab
WAS02687,Bella Lake Public Water Access Site,Head east from Bigelow on CR 52 for 3.2 miles to Bella Lake.,"[-95.622611, 43.501832]",Nobles County,1,0,1,0,6,0,gravel,1,concrete slab
WAS02688,Currant Lake (E) Public Water Access Site,12 mi N of the city of Lake Wilson on Mn Hwy 91 to E shore.,"[-95.941674, 44.166119]",Murray County,1,0,1,0,8,0,gravel,1,concrete slab
WAS02689,Corabelle Lake Public Water Access Site,2.5 mi SW of Iona on N shore.,"[-95.79994, 43.873872]",Murray County,1,0,1,0,10,10,gravel,1,concrete slab
WAS02690,Amber Lake Public Water Access Site,"0.75 miles north of CSAH 20, on the northeast shore of Amber Lake.","[-94.471248, 43.611432]",City of Fairmont,1,1,1,0,5,4,asphalt,1,concrete slab
WAS02691,Hall Lake Public Water Access Site,"Within the Fairmont city limits, 1 mile west of MN Highway 15, on the north shore of Hall Lake.","[-94.465448, 43.632947]",City of Fairmont,1,1,1,0,10,8,asphalt,1,concrete slab
WAS02692,Fox Lake (NE) Public Water Access Site,2 mi NW of Welcome on SE shore.,"[-94.666591, 43.682676]",DNR Division of Parks and Trails,1,0,1,0,28,2,asphalt,2,concrete slab
WAS02693,Fish Lake Public Water Access Site,7 mi NW of Trimont on N shore.,"[-94.754435, 43.841828]",DNR Division of Parks and Trails,1,0,1,0,5,4,gravel,1,concrete slab
WAS02694,Clear Lake Public Water Access Site,0.5 mi SW of Ceylon to S shore.,"[-94.644146, 43.521432]",DNR Division of Parks and Trails,1,0,1,0,10,0,gravel,1,concrete slab
WAS02695,"Clear Lake, Russel Public Water Access Site",On the north side of Russel on Lake Ave.,"[-95.953258, 44.323702]",DNR Division of Parks and Trails,1,1,1,0,8,4,gravel,1,concrete slab
WAS02696,Dead Coon Lake (S) Public Water Access Site,6 mi NE of Tyler to S shore.,"[-96.098557, 44.350926]",DNR Division of Parks and Trails,1,0,1,0,12,0,natural,1,concrete slab
WAS02697,Bean Lake Public Water Access Site,5 mi NE of Westbrook off CSAH 6 on W shore.,"[-95.379325, 44.07257]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02699,Goodrich Lake Public Water Access Site,Take Hwy 3 out of Crosslake for 2 miles to the access road.  Follow the access road for 2 miles to the access.,"[-94.04081, 46.690384]",DNR Division of Parks and Trails,1,0,1,0,8,0,gravel,1,concrete slab
WAS02700,Cross Lake #1 Public Water Access Site,"1.5 mi S of Crosslake on Co Rd 3, then 2.5 mi W on Co Rd 103, then 1 mi N on West Shore Drive.","[-94.15128, 46.648266]",DNR Division of Parks and Trails,1,1,1,3,23,4,asphalt,1,concrete slab
WAS02701,Greer Lake Public Water Access Site,"5 mi E of Crosslake on Co Rd 36, then 1.5 mi S on Co Rd 114, then 1.5 miles W on Fairfield Twp Rd.","[-94.041051, 46.633198]",DNR Division of Parks and Trails,1,1,1,0,12,0,gravel,1,concrete slab
WAS02702,Clearwater Lake Public Water Access Site,4 miles South of Deerwood on Crow Wing Co. Rd. #8.,"[-93.911259, 46.413126]",DNR Division of Parks and Trails,1,0,1,0,10,6,gravel,1,concrete slab
WAS02703,Cutaway Lake Public Water Access Site,1 mile east of MN Highway #65 in Cornish Township on the southeast shore of Rat House Lake.,"[-93.220694, 46.864056]",Aitkin County,0,0,1,0,6,0,gravel,1,natural
WAS02704,Fleming Lake Public Water Access Site,10 miles NW of McGregor on Cty Rd 5 on E shore of Fleming Lake.,"[-93.487555, 46.631004]",DNR Division of Parks and Trails,0,0,1,0,20,0,gravel,1,concrete slab
WAS02705,"Big Fork River, Ivan Crawford Public Water Access Site","From the city of Little Fork, 8 milw west, then 5 miles northeast on County Road 1, where Bear Creek flows in Big Fork River.","[-93.719546, 48.455252]",Koochiching County,0,0,0,0,0,0,,1,gravel
WAS02706,"Big Fork River, Gowdy Public Water Access Site","7 mi N of Big Falls on Cnty Rd 13, then 2 mi W on access road.","[-93.820375, 48.299129]",DNR Division of Forestry,0,0,1,0,2,0,natural,1,natural
